0qfGWpvJGlp17wdTm19ioK;Library Pictures;52;142173;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2011-06-06;0.304;0.939;1;-5.836;1;0.0549;0.000142;0.00601;0.136;0.402;96.954;4
5Z5nbOXhsSbySVC7WUc6y9;Four Out Of Five;59;312347;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2018-05-10;0.601;0.863;0;-4.31;1;0.0685;0.0626;0.0;0.0717;0.676;130.189;4
0ZRrJTPXDToRJ2iLo9oLrW;When The Sun Goes Down;63;202133;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-02-21;0.348;0.875;11;-4.758;0;0.199;0.0341;0.0;0.117;0.407;169.152;4
29EkMZmUNz1WsuzaMtVo1i;I Bet You Look Good On The Dancefloor;61;173680;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-02-21;0.535;0.948;6;-4.19;0;0.0356;0.00225;0.0;0.376;0.778;103.183;4
3geFzA6VBSNZUTmV3bCry6;Mardy Bum;59;175440;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-02-21;0.634;0.599;2;-5.447;1;0.0365;0.0288;0.0;0.197;0.312;112.215;4
6FLqFu1ApSkUddZ9P4H6Io;Baby I'm Yours;59;152613;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-10-31;0.462;0.595;2;-9.363;1;0.0347;0.215;0.0;0.184;0.64;113.719;4
7gsArdm7rk6X6wsMr2QKWS;From The Ritz To The Rubble;55;193427;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-02-21;0.216;0.882;11;-5.176;0;0.0439;0.00147;0.0;0.308;0.656;189.286;4
4KGyQfes7t5BiaoBvs380e;Fake Tales Of San Francisco;53;177947;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-02-21;0.454;0.778;9;-4.225;1;0.0449;0.00998;0.0;0.0427;0.704;127.158;4
2CbtdkBeW9Znt4vXTOafAl;A Certain Romance;53;331200;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-02-21;0.455;0.881;11;-5.587;1;0.0401;0.000566;6.06e-05;0.11;0.201;137.949;4
3Rleu2vd9qHGjRJdcFtPbC;Dancing Shoes;50;141133;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-02-21;0.522;0.889;1;-4.137;1;0.0461;0.00328;0.0;0.345;0.852;144.499;4
4bKpnMKt2vBOQ1wZHGEJJO;No Buses;53;197320;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-05-09;0.481;0.524;4;-9.051;1;0.0369;0.155;0.000147;0.0523;0.425;101.883;4
58ge6dfP91o9oXMzq3XkIS;505;78;253587;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.52;0.852;0;-5.866;1;0.0543;0.00237;5.79e-05;0.0733;0.234;140.267;4
7e8utCy2JlSB8dRHKi49xM;Fluorescent Adolescent;70;173493;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.646;0.813;6;-5.29;0;0.0288;0.00178;2.26e-05;0.144;0.821;112.115;4
3BcQFPRZuuUClWStz29WjN;Old Yellow Bricks;59;187133;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.663;0.839;0;-4.453;1;0.0695;0.000185;4.65e-06;0.0808;0.75;135.155;4
5rTIpPWeO0IL4HWlGWrz5G;Brianstorm;58;170253;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.421;0.98;1;-4.229;1;0.212;8.39e-05;0.00125;0.237;0.435;165.193;4
4OkPamOn5GofkOQu64Z4eR;Teddy Picker;58;160640;1;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.637;0.973;9;-3.386;1;0.112;0.000413;2.23e-05;0.104;0.8;150.223;4
13NCxLOlvQ4Tnexgfp03Gs;Do Me a Favour;59;205240;1;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.471;0.735;11;-6.685;0;0.0582;7.84e-05;0.122;0.101;0.636;180.127;4
7ABWRukVQcXrIrDKDx5Gek;Only Ones Who Know;58;181480;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.257;0.409;7;-10.828;0;0.0363;0.899;0.00293;0.109;0.0794;145.759;5
45QyGXbqTWaFUrIKe2ugs3;D Is for Dangerous;53;134733;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.551;0.928;1;-4.776;1;0.0365;1.05e-05;0.000108;0.145;0.736;145.057;4
11DdPGqDsM3ux1gVAqUIln;Balaclava;52;167440;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.417;0.824;11;-4.524;0;0.105;0.00168;8.09e-05;0.343;0.642;137.836;4
21sa0bWFqOFEYPtahlt4Lt;Crying Lightning;55;224827;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2009-08-25;0.498;0.885;4;-4.423;0;0.0461;0.0148;0.00041;0.239;0.67;106.719;4
3MC4XRbQADJdW9IIIwbe2u;Cornerstone;53;197973;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2009-08-25;0.287;0.721;9;-5.81;1;0.0387;0.00764;0.0;0.328;0.763;169.252;4
4p2hMNZn99j1awX7EsxO8u;Cigarette Smoker Fiona;49;176547;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2006-04-22;0.372;0.841;9;-7.184;0;0.206;0.000654;2.36e-05;0.0633;0.322;143.283;4
6uV5q0yxaOujbxkwUCUEEf;I Bet You Look Good On The Dancefloor;50;176467;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2005-10-17;0.538;0.966;6;-3.621;0;0.0358;0.000112;0.0;0.334;0.733;103.172;4
48ucaKjccruxDbi3Au5ZaH;The Bad Thing;51;143213;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-24;0.545;0.953;2;-3.737;1;0.0703;0.00118;0.0;0.26;0.591;111.121;4
3fcJX31CLvMOzcWR0HFn8B;Temptation Greets You Like Your Naughty Friend;45;209227;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2007-04-15;0.612;0.895;4;-5.003;0;0.0462;0.000727;0.0;0.0378;0.808;140.411;4
52M1FvGd0AkoUwcHL2L8jv;The Hellcat Spangled Shalalala;52;180373;1;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2011-06-06;0.449;0.872;11;-4.992;1;0.0507;0.000793;0.00062;0.0642;0.788;130.22;4
5dKf0sdBYTZoWaRvux9WHE;Stop The World I Wanna Get Off With You;41;191048;0;Arctic Monkeys;7Ln80lUS6He07XvHI8qqHH;2013-01-01;0.66;0.721;6;-6.801;0;0.0593;0.0612;3.23e-05;0.108;0.551;95.051;4
0WSa1sucoNRcEeULlZVQXj;Can You Feel My Heart;79;228147;1;Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;2013-04-01;0.15;0.859;4;-2.827;0;0.0595;0.00201;0.194;0.387;0.354;170.527;5
0gchQwxmBWj5no8NJ8b2yH;Sleepwalking;64;230093;0;Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;2013-04-01;0.4;0.959;2;-3.258;0;0.103;0.000187;4.21e-06;0.231;0.339;149.062;4
68osIGtVjM7QWVe6pazLHj;Shadow Moses;63;243320;1;Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;2013-04-01;0.456;0.985;6;-2.949;1;0.207;0.000235;0.00368;0.103;0.183;143.006;4
0M3adYbGtyRHACP86dey1H;Throne;75;191520;0;Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;2015-09-11;0.426;0.888;0;-3.72;0;0.0987;0.000455;0.0;0.306;0.387;144.111;4
6o39Ln9118FKTMbM4BvcEy;Drown;70;222093;0;Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;2015-09-11;0.405;0.94;1;-3.103;0;0.0844;0.000102;2.79e-05;0.719;0.24;143.126;4
6lFUdRItQEsEuD7dSINL47;Follow You;69;231107;0;Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;2015-09-11;0.54;0.661;3;-5.534;0;0.0381;0.0765;0.0;0.125;0.506;90.012;4
